"Date","ReferenceNo.","Type","Description","Debit","Credit","CheckNumber","Balance"
"6/7/2024","","DEBIT","Withdrawal  @ TRENITALIA - LEFREC 0 TRENITALIA - LEF ROMA IT IT","-256.6","","","181.38"
"6/7/2024","","CREDIT","ISA Single-Currency Fee Assessed = 2.54 on 254.06","","0","","0.0"
"6/8/2024","","CREDIT","Checking Deposit  @ CODECADEMY 0 CODECADEMY HTTPSWWW.CODENY US","","149.99","","331.37"
"6/8/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 100.00 from share 0","","100","","431.37"
"6/8/2024","","DEBIT","Withdrawal  @ REI #21 SACRAMENTO 0 REI #21 SACRAMEN SACRAMENTO CA US","-0.82","","","430.55"
"6/8/2024","","DEBIT","Withdrawal  @ NORDSTROM-RACK # 21 0 NORDSTROM-RACK # SACRAMENTO CA US","-64.55","","","366"
"6/8/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-20.97","","","345.03"
"6/8/2024","","DEBIT","Withdrawal  @ TRENITALIA - PT WL 0 TRENITALIA - PT https://www.tIT IT","-35.02","","","310.01"
"6/8/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.35 on 34.67","","0","","0.0"
"6/9/2024","","DEBIT","Withdrawal  @ AMAZON PRIME*6C1L64 0 AMAZON PRIME*6C1 888-802-3080 WA US","-3.99","","","306.02"
"6/9/2024","","DEBIT","Withdrawal  @ AMZN Mktp US*3E3JE0 0 AMZN Mktp US*3E3 Amzn.com/billWA US","-8.69","","","297.33"
"6/9/2024","","DEBIT","Withdrawal  @ TST* PETE'S RESTAUR 0 TST* PETE'S REST SACRAMENTO CA US","-27.61","","","269.72"
"6/9/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 100.00 from share 0","","100","","369.72"
"6/9/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","364.73"
"6/10/2024","","DEBIT","Withdrawal  @ PETCO 1343 0 PETCO 1343 SACRAMENTO CA US","-36.18","","","328.55"
"6/10/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-10.9","","","317.65"
"6/10/2024","","DEBIT","Withdrawal  @ Amazon.com*376ZZ5DF 0 Amazon.com*376ZZ Amzn.com/billWA US","-38.89","","","278.76"
"6/11/2024","","DEBIT","Withdrawal-ACH-A-983291 WEBADVS ED SERV WEB (STUDNTLOAN)","-302.16","","","-23.4"
"6/11/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","176.6"
"6/11/2024","","DEBIT","Withdrawal  @ ZZOUNDS.COM 0 ZZOUNDS.COM 800-493-3945 NJ US","-49.75","","","126.85"
"6/11/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","83.85"
"6/11/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #144371","-2","","","81.85"
"6/11/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #144371 1 @ $2.00","","0","","0.0"
"6/12/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","491.25","","573.1"
"6/13/2024","","DEBIT","Withdrawal  @ ATM92210303 FI APT ARRIVO RIT B CSSI0 524375000023001 FIRENZE IT IT","-90.94","","","482.16"
"6/13/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.90 on 90.04","","0","","0.0"
"6/13/2024","","DEBIT","Withdrawal  @ GEST SPA 0 GEST SPA SCANDICCI IT IT","-3.73","","","478.43"
"6/13/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.04 on 3.69","","0","","0.0"
"6/13/2024","","DEBIT","Withdrawal  @ Brezelkonig 0 Brezelkonig Wien-FlughafeAT AT","-23.83","","","454.6"
"6/13/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.24 on 23.59","","0","","0.0"
"6/13/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #101402","-2","","","452.6"
"6/13/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #101402 1 @ $2.00","","0","","0.0"
"6/13/2024","","DEBIT","Withdrawal  @ AUSTRIAN RETAIL INM 0 AUSTRIAN RETAIL KOELN DE DE","-9.32","","","443.28"
"6/13/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.09 on 9.23","","0","","0.0"
"6/13/2024","","DEBIT","Withdrawal  @ CVS BY SWYFT 0 CVS BY SWYFT SAN FRANCISCOCA US","-41.76","","","401.52"
"6/13/2024","","DEBIT","Withdrawal  @ CVS BY SWYFT 0 CVS BY SWYFT SAN FRANCISCOCA US","-2.29","","","399.23"
"6/14/2024","","DEBIT","Withdrawal  @ DALEK ONE* SUBSCR 1 0 DALEK ONE* SUBSC HTTPSDALEKONEMN US","-7","","","392.23"
"6/15/2024","","DEBIT","Withdrawal  @ ATM62304712 CA ITALIA CSSI0 0623069871 BAGNONE IT IT","-108.54","","","283.69"
"6/15/2024","","CREDIT","ISA Single-Currency Fee Assessed = 1.07 on 107.47","","0","","0.0"
"6/15/2024","","CREDIT","Checking Deposit  @ TRENITALIA - LEFREC 0 TRENITALIA - LEF ROMA IT IT","","46.08","","329.77"
"6/15/2024","","DEBIT","Withdrawal  @ GEST SPA 0 GEST SPA SCANDICCI IT IT","-3.72","","","326.05"
"6/15/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.04 on 3.68","","0","","0.0"
"6/15/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #239104","-2","","","324.05"
"6/15/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #239104 1 @ $2.00","","0","","0.0"
"6/16/2024","","DEBIT","Withdrawal  @ ATM62304712 CA ITALIA CSSI0 0623069871 BAGNONE IT IT","-108.54","","","215.51"
"6/16/2024","","CREDIT","ISA Single-Currency Fee Assessed = 1.07 on 107.47","","0","","0.0"
"6/16/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #726246","-2","","","213.51"
"6/16/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #726246 1 @ $2.00","","0","","0.0"
"6/17/2024","","DEBIT","Withdrawal  @ SPLICE.COM* SPLICE 0 SPLICE.COM* SPLI SPLICE.COM NY US","-9.99","","","203.52"
"6/18/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","196.5","","400.02"
"6/19/2024","","DEBIT","Withdrawal  @ ATMNIT0560 Piazza Cappella CSSI0 1616000011 Montepertuso IT IT","-80.4","","","319.62"
"6/19/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.80 on 79.60","","0","","0.0"
"6/19/2024","","DEBIT","Withdrawal  @ SUMUP *IL CHIOSCO 0 SUMUP *IL CHIOS POSITANO IT IT","-20.11","","","299.51"
"6/19/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.20 on 19.91","","0","","0.0"
"6/19/2024","","DEBIT","Withdrawal  @ SUMUP *IL CHIOSCO 0 SUMUP *IL CHIOS POSITANO IT IT","-16.31","","","283.2"
"6/19/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.16 on 16.15","","0","","0.0"
"6/19/2024","","DEBIT","Withdrawal  @ ATMDIT4538 VIA GROTTE DELL INC CSSI0 1616000011 POSITANO IT IT","-58.6","","","224.6"
"6/19/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.58 on 58.02","","0","","0.0"
"6/19/2024","","DEBIT","Withdrawal  @ SPOTIFY 0 SPOTIFY 877-778-1161 NY US","-10.99","","","213.61"
"6/19/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #577618","-2","","","211.61"
"6/19/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #577618 1 @ $2.00","","0","","0.0"
"6/19/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #811916","-2","","","209.61"
"6/19/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #811916 1 @ $2.00","","0","","0.0"
"6/20/2024","","DEBIT","Withdrawal  @ ATMNIT4307 RAMPA TEGLIA 21 CSSI0 1616000011 POSITANO IT IT","-80.33","","","129.28"
"6/20/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.80 on 79.53","","0","","0.0"
"6/20/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #940837","-2","","","127.28"
"6/20/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #940837 1 @ $2.00","","0","","0.0"
"6/20/2024","","DEBIT","Withdrawal  @ BUCA DI BACCO POSIT 0 BUCA DI BACCO PO POSITANO IT IT","-18.46","","","108.82"
"6/20/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.18 on 18.28","","0","","0.0"
"6/20/2024","","DEBIT","Withdrawal  @ AGRITURISMO S.ALFON 0 AGRITURISMO S.AL FURORE IT IT","-16.29","","","92.53"
"6/20/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.16 on 16.13","","0","","0.0"
"6/21/2024","","DEBIT","Withdrawal  @ ATM1724 ICCREA ATM 80001724 CSSI0 ICCREA 08000 IT IT","-113.61","","","-21.08"
"6/21/2024","","CREDIT","ISA Single-Currency Fee Assessed = 1.12 on 112.49","","0","","0.0"
"6/21/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","178.92"
"6/21/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","163.92"
"6/21/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #373243","-2","","","161.92"
"6/21/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #373243 1 @ $2.00","","0","","0.0"
"6/22/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 500.00 from share 0","","500","","661.92"
"6/22/2024","","DEBIT","Withdrawal  @ TRAINLINE 0 TRAINLINE UNKNOWN FR FR","-86.43","","","575.49"
"6/22/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.86 on 85.57","","0","","0.0"
"6/22/2024","","DEBIT","Withdrawal  @ ATM97895610 VIALE EUROPA 13 CSSI0 INTESASPAO95610 CASTELLAMMANAIT IT","-382.31","","","193.18"
"6/22/2024","","CREDIT","ISA Single-Currency Fee Assessed = 3.79 on 378.52","","0","","0.0"
"6/22/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #167219","-2","","","191.18"
"6/22/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #167219 1 @ $2.00","","0","","0.0"
"6/22/2024","","DEBIT","Withdrawal  @ TRENITALIA - PT WL 0 TRENITALIA - PT https://www.tIT IT","-30.32","","","160.86"
"6/22/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.30 on 30.02","","0","","0.0"
"6/22/2024","","DEBIT","Withdrawal  @ AGRITURISMO S.ALFON 0 AGRITURISMO S.AL FURORE IT IT","-21.66","","","139.2"
"6/22/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.21 on 21.45","","0","","0.0"
"6/23/2024","","DEBIT","Withdrawal  @ AGRITURISMO S.ALFON 0 AGRITURISMO S.AL FURORE IT IT","-43.32","","","95.88"
"6/23/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.43 on 42.89","","0","","0.0"
"6/23/2024","","DEBIT","Withdrawal  @ NETFLIX.COM 0 NETFLIX.COM LOS GATOS CA US","-15.49","","","80.39"
"6/23/2024","","DEBIT","Withdrawal  @ UBER *TRIP 0 UBER *TRIP HELP.UBER.COMNL NL","-33","","","47.39"
"6/23/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.33 on 32.67","","0","","0.0"
"6/23/2024","","DEBIT","Withdrawal  @ UBER *TRIP 0 UBER *TRIP HELP.UBER.COMNL NL","-1.08","","","46.31"
"6/23/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.01 on 1.07","","0","","0.0"
"6/23/2024","","DEBIT","Withdrawal  @ ACQU.DISTRIB.AUTOMA 0 ACQU.DISTRIB.AUT SERIATE IT IT","-1.52","","","44.79"
"6/23/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.02 on 1.50","","0","","0.0"
"6/23/2024","","DEBIT","Withdrawal  @ ACQU.DISTRIB.AUTOMA 0 ACQU.DISTRIB.AUT SERIATE IT IT","-1.63","","","43.16"
"6/23/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.02 on 1.61","","0","","0.0"
"6/23/2024","","DEBIT","Withdrawal  @ ACQU.DISTRIB.AUTOMA 0 ACQU.DISTRIB.AUT SERIATE IT IT","-1.63","","","41.53"
"6/23/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.02 on 1.61","","0","","0.0"
"6/23/2024","","DEBIT","Withdrawal  @ EUROCONCA DI MILO C 0 EUROCONCA DI MIL CONCA DEI MARIT IT","-11.37","","","30.16"
"6/23/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.11 on 11.26","","0","","0.0"
"6/24/2024","","DEBIT","Withdrawal  @ ATMNNL0239 EERSTE HELMERSSTRAA CSSI0 1528000001 Amsterdam NL NL","-80.09","","","-49.93"
"6/24/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.79 on 79.30","","0","","0.0"
"6/24/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","150.07"
"6/24/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 100.00 from share 0","","100","","250.07"
"6/24/2024","","DEBIT","Withdrawal  @ VJFB Staringplein B 0 VJFB Staringplei Amsterdam NL NL","-48.72","","","201.35"
"6/24/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.48 on 48.24","","0","","0.0"
"6/24/2024","","DEBIT","Withdrawal  @ Caffe Oslo 0 Caffe Oslo Amsterdam NL NL","-34.99","","","166.36"
"6/24/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.35 on 34.64","","0","","0.0"
"6/24/2024","","DEBIT","Withdrawal  @ DE PRIJS 0 DE PRIJS AMSTERDAM NL NL","-25.45","","","140.91"
"6/24/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.25 on 25.20","","0","","0.0"
"6/24/2024","","DEBIT","Withdrawal  @ STACH JP Heijestraa 0 STACH JP Heijest AMSTERDAM NL NL","-16.03","","","124.88"
"6/24/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.16 on 15.87","","0","","0.0"
"6/24/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #222677","-2","","","122.88"
"6/24/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #222677 1 @ $2.00","","0","","0.0"
"6/24/2024","","DEBIT","Withdrawal  @ FLOWCHART FUN PRO 0 FLOWCHART FUN PR HTTPSFLOWCHARNC US","-3","","","119.88"
"6/25/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","196.5","","316.38"
"6/25/2024","","DEBIT","Withdrawal  @ AMSTERDAM GVB 0 AMSTERDAM GVB AMSTERDAM NL NL","-45.49","","","270.89"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.45 on 45.04","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ STARING APOTHEEK V. 0 STARING APOTHEEK AMSTERDAM NL NL","-22.24","","","248.65"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.22 on 22.02","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ Caffe Oslo 0 Caffe Oslo Amsterdam NL NL","-12.05","","","236.6"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.12 on 11.93","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ Get Down 0 Get Down Amsterdam NL NL","-5.42","","","231.18"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.05 on 5.37","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ Nl123 Flying Tiger 0 Nl123 Flying Tig Rotterdam NL NL","-15.2","","","215.98"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.15 on 15.05","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ The Bulldog Palace 0 The Bulldog Pala Amsterdam NL NL","-13.57","","","202.41"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.13 on 13.44","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ Nl123 Flying Tiger 0 Nl123 Flying Tig Rotterdam NL NL","-40.71","","","161.7"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.40 on 40.31","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ JUMBO AMSTERDAM BAA 0 JUMBO AMSTERDAM AMSTERDAM NL NL","-56.51","","","105.19"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.56 on 55.95","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ JUMBO AMSTERDAM BAA 0 JUMBO AMSTERDAM AMSTERDAM NL NL","-13.96","","","91.23"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.14 on 13.82","","0","","0.0"
"6/25/2024","","DEBIT","Withdrawal  @ CLAYTON AMSTERDAM A 0 CLAYTON AMSTERDA AMSTERDAM NL NL","-6.79","","","84.44"
"6/25/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.07 on 6.72","","0","","0.0"
"6/26/2024","","DEBIT","Withdrawal  @ ALBERT HEIJN 5614 0 ALBERT HEIJN 561 AMSTERDAM NL NL","-8.52","","","75.92"
"6/26/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.08 on 8.44","","0","","0.0"
"6/26/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","275.92"
"6/26/2024","","DEBIT","Withdrawal  @ JUMBO AMSTERDAM BAA 0 JUMBO AMSTERDAM AMSTERDAM NL NL","-30.59","","","245.33"
"6/26/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.30 on 30.29","","0","","0.0"
"6/26/2024","","DEBIT","Withdrawal  @ CROISSANTERIE OUTMA 0 CROISSANTERIE OU Amsterdam NL NL","-13.51","","","231.82"
"6/26/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.13 on 13.38","","0","","0.0"
"6/26/2024","","DEBIT","Withdrawal  @ Caffe Oslo 0 Caffe Oslo Amsterdam NL NL","-7.71","","","224.11"
"6/26/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.08 on 7.63","","0","","0.0"
"6/26/2024","","DEBIT","Withdrawal  @ Pizza Pasta Bar 0 Pizza Pasta Bar Amsterdam NL NL","-30.94","","","193.17"
"6/26/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.31 on 30.63","","0","","0.0"
"6/26/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 800.00 from share 0","","800","","993.17"
"6/27/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-13.98","","","979.19"
"6/27/2024","","DEBIT","Withdrawal  @ Proeflokaal De Mole 0 Proeflokaal De M Amsterdam NL NL","-7.52","","","971.67"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.07 on 7.45","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ Proeflokaal De Mole 0 Proeflokaal De M Amsterdam NL NL","-24.25","","","947.42"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.24 on 24.01","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ The Tire Station BV 0 The Tire Station Amsterdam NL NL","-173.93","","","773.49"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 1.72 on 172.21","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ GVB voertuig T2045C 0 GVB voertuig T20 AMSTERDAM NL NL","-7.36","","","766.13"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.07 on 7.29","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ GVB voertuig T2051C 0 GVB voertuig T20 AMSTERDAM NL NL","-7.36","","","758.77"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.07 on 7.29","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ Groot Melkhuis BV. 0 Groot Melkhuis B 0206129674 NL NL","-9.65","","","749.12"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.55","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ Conscious Hotel 0 Conscious Hotel Amsterdam NL NL","-2.71","","","746.41"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.03 on 2.68","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ Conscious Hotel 0 Conscious Hotel Amsterdam NL NL","-8.67","","","737.74"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.09 on 8.58","","0","","0.0"
"6/27/2024","","DEBIT","Withdrawal  @ DE PRIJS 0 DE PRIJS AMSTERDAM NL NL","-6.49","","","731.25"
"6/27/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.06 on 6.43","","0","","0.0"
"6/28/2024","","DEBIT","Withdrawal-ACH-A-990166 WEBHomeRiver Group (WEB PMTS)","-755","","","-23.75"
"6/28/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","176.25"
"6/28/2024","","DEBIT","Withdrawal  @ BART-CLIPPER SFIA 0 BART-CLIPPER SFI SAN FRANCISCOCA US","-20","","","156.25"
"6/28/2024","","DEBIT","Withdrawal  @ UBER *TRIP 0 UBER *TRIP HELP.UBER.COMNL NL","-26.95","","","129.3"
"6/28/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.27 on 26.68","","0","","0.0"
"6/28/2024","","DEBIT","Withdrawal  @ Conscious Hotel 0 Conscious Hotel Amsterdam NL NL","-8.13","","","121.17"
"6/28/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.08 on 8.05","","0","","0.0"
"6/28/2024","","DEBIT","Withdrawal  @ Caffe Oslo 0 Caffe Oslo Amsterdam NL NL","-38.15","","","83.02"
"6/28/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.38 on 37.77","","0","","0.0"
"6/28/2024","","DEBIT","Withdrawal  @ AMSTERDAM GVB 0 AMSTERDAM GVB AMSTERDAM NL NL","-7.36","","","75.66"
"6/28/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.07 on 7.29","","0","","0.0"
"6/29/2024","","DEBIT","Withdrawal  @ NUGGET MARKET #6 0 NUGGET MARKET #6 WEST SACRAMENCA US","-9.71","","","65.95"
"6/29/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-12.47","","","53.48"
"6/29/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","40.49"
"6/29/2024","","DEBIT","Withdrawal  @ VOCLR.IT 0 VOCLR.IT SALISBURY GB GB","-10.09","","","30.4"
"6/29/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.99 - Recurring or Installment payment","","0","","0.0"
"7/1/2024","","DEBIT","Withdrawal-ACH-A-1096016 ATT (Payment)","-79.99","","","-49.59"
"7/1/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","74.6","","25.01"
"7/1/2024","","CREDIT","A Courtesy Payment was made for the amount of 5.39.","","0","","0.0"
"7/1/2024","","DEBIT","Withdrawal  @ GOOGLE *GSUITE bark 0 GOOGLE *GSUITE b cc@google.comCA US","-26.4","","","-1.39"
"7/1/2024","","CREDIT","A Courtesy Payment was made for the amount of 26.40.","","0","","0.0"
"7/1/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-10.86","","","-12.25"
"7/1/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-12.98","","","-25.23"
"7/1/2024","","DEBIT","Withdrawal  @ EMBRACE PET INSURAN 0 EMBRACE PET INSU HELLO@EMBRACEOH US","-17.89","","","-43.12"
"7/1/2024","","CREDIT","A Courtesy Payment was made for the amount of 13.66.","","0","","0.0"
"7/1/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-2.99","","","-46.11"
"7/1/2024","","CREDIT","A Courtesy Payment was made for the amount of 2.99.","","0","","0.0"
"7/5/2024","","DEBIT","Withdrawal-ACH-A-861479 GEICO (PREM COLL)","-52.23","","","-98.34"
"7/5/2024","","DEBIT","Withdrawal COURTESY PAY FEE 20.00","-20","","","-118.34"
"7/5/2024","","CREDIT","A Courtesy Payment was made for the amount of 52.23.","","0","","0.0"
"7/20/2024","","DEBIT","Withdrawal  @ SOUNDCLOUD INC 0 SOUNDCLOUD INC 176-3257837 NY US","-16","","","-134.34"
"7/20/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","65.66"
"7/20/2024","","DEBIT","Withdrawal  @ SPLICE.COM* SPLICE 0 SPLICE.COM* SPLI SPLICE.COM NY US","-9.99","","","55.67"
"7/20/2024","","DEBIT","Withdrawal  @ Spotify USA 0 Spotify USA 877-7781161 NY US","-11.99","","","43.68"
"7/20/2024","","DEBIT","Withdrawal  @ DALEK ONE* SUBSCR 1 0 DALEK ONE* SUBSC HTTPSDALEKONEMN US","-7","","","36.68"
"7/21/2024","","DEBIT","Withdrawal  @ LYFT *RIDE SAT 8P 0 LYFT *RIDE SAT LYFT.COM CA US","-7.35","","","29.33"
"7/21/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","229.33"
"7/21/2024","","DEBIT","Withdrawal  @ Amazon Prime*RJ7P33 0 Amazon Prime*RJ7 Amzn.com/billWA US","-8.15","","","221.18"
"7/21/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","206.18"
"7/21/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-88.25","","","117.93"
"7/21/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 315.00 from LV 1","","315","","432.93"
"7/21/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-315","","","117.93"
"7/21/2024","","DEBIT","Withdrawal  @ ATMDNS39935 5401 H ST 2 CSSI0 LA GARE SACRAMENTO CA US","-33.5","","","84.43"
"7/21/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","284.43"
"7/21/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #51300006441","-2","","","282.43"
"7/21/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #51300006441 1 @ $2.00","","0","","0.0"
"7/22/2024","","DEBIT","Withdrawal  @ LYFT *RIDE SAT 11 0 LYFT *RIDE SAT LYFT.COM CA US","-8.47","","","273.96"
"7/22/2024","","DEBIT","Withdrawal  @ APPLE CASH SENT MON 0 APPLE CASH SENT 1INFINITELOOPCA US","-29.93","","","244.03"
